DR_NO,Date Rptd,DATE OCC,TIME OCC,AREA,AREA NAME,Rpt Dist No,Part 1-2,Crm Cd,Crm Cd Desc,Mocodes,Vict Age,Vict Sex,Vict Descent,Premis Cd,Premis Desc,Weapon Used Cd,Weapon Desc,Status,Status Desc,Crm Cd 1,Crm Cd 2,Crm Cd 3,Crm Cd 4,LOCATION,Cross Street,LAT,LON
201914592,09/17/2020 12:00:00 AM,09/16/2020 12:00:00 AM,2000,19,Mission,1911,1,510,VEHICLE - STOLEN,,0,,,108.0,PARKING LOT,,,IC,Invest Cont,510.0,,,,15800    ROXFORD                      ST,,34.31,-118.4808
230914215,09/16/2023 12:00:00 AM,06/20/2023 12:00:00 AM,1100,9,Van Nuys,952,2,354,THEFT OF IDENTITY,0924,44,M,B,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354.0,,,,15000    BURBANK                      BL,,34.1721,-118.4599
210119234,10/25/2021 12:00:00 AM,10/25/2021 12:00:00 AM,1125,1,Central,166,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",2004 1218 1402 1822 0445,65,M,B,101.0,STREET,308.0,STICK,AA,Adult Arrest,230.0,998.0,,,600    WALL                         ST,,34.042,-118.2485
220510926,07/03/2022 12:00:00 AM,07/03/2022 12:00:00 AM,1030,5,Harbor,587,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0432 0443 0603 0913 1309 0361,36,F,A,104.0,DRIVEWAY,307.0,VEHICLE,AO,Adult Other,230.0,,,,2500 S  DENISON                      AV,,33.7216,-118.2891
200904742,01/17/2020 12:00:00 AM,01/17/2020 12:00:00 AM,1120,9,Van Nuys,939,2,624,BATTERY - SIMPLE ASSAULT,0400 0416 2024 1259 0342,14,M,H,721.0,HIGH SCHOOL,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624.0,,,,13000    OXNARD                       ST,,34.1794,-118.4162
220108506,03/18/2022 12:00:00 AM,03/18/2022 12:00:00 AM,1300,1,Central,162,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0344 1402 2004,24,F,H,404.0,DEPARTMENT STORE,,,IC,Invest Cont,442.0,,,,700 W  7TH                          ST,,34.048,-118.2577
230116922,07/28/2023 12:00:00 AM,07/27/2023 12:00:00 AM,1624,1,Central,161,1,343,SHOPLIFTING-GRAND THEFT ($950.01 & OVER),0344 0325,0,X,X,409.0,BEAUTY SUPPLY STORE,,,IC,Invest Cont,343.0,,,,700 S  FIGUEROA                     ST,,34.0483,-118.2631
201814349,07/21/2020 12:00:00 AM,07/21/2020 12:00:00 AM,1440,18,Southeast,1821,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,800 W  102ND                        ST,,33.9438,-118.291
241514889,10/27/2024 12:00:00 AM,10/26/2024 12:00:00 AM,1930,15,N Hollywood,1555,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,11000    MORRISON                     ST,,34.1611,-118.3704
211911022,07/17/2021 12:00:00 AM,07/17/2021 12:00:00 AM,2100,19,Mission,1963,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,0913 2000 1813 0417,19,M,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,626.0,,,,9500    VAN NUYS                     BL,,34.2427,-118.4502
201318707,10/19/2020 12:00:00 AM,10/16/2020 12:00:00 AM,1730,13,Newton,1313,1,310,BURGLARY,0358 0344 1606,34,M,A,203.0,OTHER BUSINESS,,,IC,Invest Cont,310.0,,,,1100 E  16TH                         ST,,34.0269,-118.2498
241804622,01/13/2024 12:00:00 AM,01/13/2024 12:00:00 AM,940,18,Southeast,1832,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,0913 2000 1813 0416 0419 0408,31,F,H,501.0,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,626.0,,,,200 W  104TH                        ST,,33.9419,-118.2762
201316156,08/28/2020 12:00:00 AM,08/28/2020 12:00:00 AM,3,13,Newton,1353,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344,60,M,W,301.0,GAS STATION,,,IC,Invest Cont,440.0,,,,4400    AVALON                       BL,,34.0034,-118.2653
240110137,04/09/2024 12:00:00 AM,04/09/2024 12:00:00 AM,1425,1,Central,143,2,888,TRESPASSING,1501 0910,0,M,O,902.0,MTA - RED LINE - PERSHING SQUARE,,,IC,Invest Cont,888.0,,,,400 S  HILL                         ST,,34.0502,-118.2504
230109086,03/21/2023 12:00:00 AM,03/21/2023 12:00:00 AM,400,1,Central,152,1,330,BURGLARY FROM VEHICLE,1609 0344 1300,35,M,B,207.0,BAR/COCKTAIL/NIGHTCLUB,,,IC,Invest Cont,330.0,,,,600 S  GRAND                        AV,,34.0487,-118.2553
241708690,04/23/2024 12:00:00 AM,04/23/2024 12:00:00 AM,2100,17,Devonshire,1792,2,624,BATTERY - SIMPLE ASSAULT,0919 1822 0445 0446 1300 1310,34,M,H,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624.0,,,,TAMPA                        AV,PLUMMER                      ST,34.2243,-118.5623
221815330,08/03/2022 12:00:00 AM,07/05/2022 12:00:00 AM,1327,18,Southeast,1881,2,354,THEFT OF IDENTITY,0100 1822,30,F,H,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354.0,,,,15900 S  MENLO                        AV,,33.8871,-118.2894
211115957,12/02/2021 12:00:00 AM,12/02/2021 12:00:00 AM,1050,11,Northeast,1143,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329 0311,0,X,X,721.0,HIGH SCHOOL,,,IC,Invest Cont,745.0,,,,3900    TRACY                        ST,,34.1072,-118.277
200717211,12/17/2020 12:00:00 AM,12/17/2020 12:00:00 AM,1900,7,Wilshire,779,1,210,ROBBERY,0344 0429,22,F,H,203.0,OTHER BUSINESS,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,210.0,,,,1600    6TH                          AV,,34.0418,-118.3237
242113464,11/29/2024 12:00:00 AM,11/29/2024 12:00:00 AM,1815,21,Topanga,2156,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0325,0,M,W,404.0,DEPARTMENT STORE,,,IC,Invest Cont,442.0,,,,21900    VANOWEN                      ST,,34.1938,-118.6044
230611095,06/13/2023 12:00:00 AM,01/17/2023 12:00:00 AM,1,6,Hollywood,649,2,354,THEFT OF IDENTITY,1822 0930,30,M,O,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354.0,,,,1600 N  HOBART                       BL,,34.1,-118.3056
241009831,07/10/2024 12:00:00 AM,07/09/2024 12:00:00 AM,930,10,West Valley,1061,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101.0,STREET,,,IC,Invest Cont,420.0,,,,19300    WELLS                        DR,,34.1687,-118.5579
231608576,05/26/2023 12:00:00 AM,01/28/2023 12:00:00 AM,1000,16,Foothill,1682,2,354,THEFT OF IDENTITY,1822 1202 0930,77,F,H,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354.0,,,,12000    NEENACH                      ST,,34.2272,-118.3941
211010941,08/04/2021 12:00:00 AM,08/04/2021 12:00:00 AM,2300,10,West Valley,1065,2,624,BATTERY - SIMPLE ASSAULT,1822 0400 0416 0417 1414,36,M,W,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,624.0,,,,18000    VENTURA                      BL,,34.1675,-118.5226
201312760,06/23/2020 12:00:00 AM,06/23/2020 12:00:00 AM,1740,13,Newton,1346,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0906 1309 0334 0302 0371 1202 1822,60,M,W,101.0,STREET,109.0,SEMI-AUTOMATIC PISTOL,IC,Invest Cont,230.0,,,,1400 E  41ST                         PL,,34.0081,-118.2495
241511238,05/12/2024 12:00:00 AM,05/11/2024 12:00:00 AM,1814,15,N Hollywood,1525,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),1822 0344 2100 0346 0329,0,,,405.0,CLOTHING STORE,,,IC,Invest Cont,442.0,,,,6100    LAUREL CANYON                BL,,34.1814,-118.3965
211809287,04/19/2021 12:00:00 AM,04/18/2021 12:00:00 AM,1800,18,Southeast,1829,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1822,25,M,H,122.0,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,740.0,,,,E  97TH                         ST,JUNIPER                      ST,33.9483,-118.2329
210113436,07/13/2021 12:00:00 AM,07/12/2021 12:00:00 AM,1400,1,Central,155,2,664,"BUNCO, PETTY THEFT",0344 0701 1218 2032,38,M,B,101.0,STREET,,,IC,Invest Cont,664.0,,,,6TH                          ST,WALL,34.0439,-118.2479
201412731,06/23/2020 12:00:00 AM,06/21/2020 12:00:00 AM,2200,14,Pacific,1453,1,330,BURGLARY FROM VEHICLE,1300 0344,87,M,H,101.0,STREET,,,IC,Invest Cont,330.0,,,,4100    TIVOLI                       AV,,33.9904,-118.4377
222109816,05/26/2022 12:00:00 AM,05/26/2022 12:00:00 AM,930,21,Topanga,2158,2,888,TRESPASSING,2004,25,M,X,727.0,SHOPPING MALL (COMMON AREA),,,IC,Invest Cont,888.0,,,,6500    CANOGA                       AV,,34.1884,-118.5975
220308510,04/03/2022 12:00:00 AM,04/02/2022 12:00:00 AM,1600,3,Southwest,357,1,310,BURGLARY,0344 1251 1606 1822 0377,21,M,W,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,310.0,,,,1100 W  36TH                         PL,,34.0221,-118.2915
240304265,01/06/2024 12:00:00 AM,12/04/2023 12:00:00 AM,1650,3,Southwest,312,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344 0394 1822,27,M,H,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,341.0,,,,2900 S  REDONDO                      BL,,34.0271,-118.3585
211309991,05/20/2021 12:00:00 AM,05/20/2021 12:00:00 AM,1720,13,Newton,1343,2,901,VIOLATION OF RESTRAINING ORDER,2038,25,F,H,102.0,SIDEWALK,,,IC,Invest Cont,901.0,,,,1000 E  41ST                         ST,,34.0092,-118.258
220916195,11/16/2022 12:00:00 AM,11/15/2022 12:00:00 AM,2230,9,Van Nuys,929,1,522,"VEHICLE, STOLEN - OTHER (MOTORIZED SCOOTERS, BIKES, ETC)",,0,,,101.0,STREET,,,IC,Invest Cont,522.0,,,,6400    MARY ELLEN                   AV,,34.1875,-118.4203
240812617,12/16/2024 12:00:00 AM,11/30/2024 12:00:00 AM,2100,8,West LA,857,1,330,BURGLARY FROM VEHICLE,1606 0344 1300 1822,27,F,W,116.0,OTHER/OUTSIDE,,,IC,Invest Cont,330.0,,,,1400    REXFORD                      DR,,34.0553,-118.3943
220706086,02/24/2022 12:00:00 AM,02/22/2022 12:00:00 AM,1230,7,Wilshire,743,2,763,STALKING,1814 0347 2000 0913,34,F,W,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",500.0,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,763.0,,,,900 S  FAIRFAX                      AV,,34.0601,-118.3629
210120026,11/07/2021 12:00:00 AM,11/06/2021 12:00:00 AM,1730,1,Central,162,1,520,VEHICLE - ATTEMPT STOLEN,0344 1612,29,M,W,108.0,PARKING LOT,,,IC,Invest Cont,520.0,,,,W  7TH                          ST,S  OLIVE                        ST,34.0466,-118.2555
201009996,06/15/2020 12:00:00 AM,06/15/2020 12:00:00 AM,110,10,West Valley,1035,1,310,BURGLARY,0344 1609 1822,0,M,W,402.0,MARKET,,,AA,Adult Arrest,310.0,,,,18300    VANOWEN                      ST,,34.1938,-118.5335
231310808,05/16/2023 12:00:00 AM,05/16/2023 12:00:00 AM,2030,13,Newton,1391,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0913 1309 0445 0603 0400 0416 0448 1402,22,M,H,102.0,SIDEWALK,500.0,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,230.0,998.0,,,300 W  GAGE                         AV,,33.9824,-118.2783
221611945,08/31/2022 12:00:00 AM,08/31/2022 12:00:00 AM,1330,16,Foothill,1618,2,624,BATTERY - SIMPLE ASSAULT,0416 0913,43,M,W,501.0,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,624.0,,,,7700    LE BERTHON                   ST,,34.2679,-118.3008
202117462,12/26/2020 12:00:00 AM,12/23/2020 12:00:00 AM,1700,21,Topanga,2147,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0416 0913,47,M,H,108.0,PARKING LOT,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,230.0,,,,SHERMAN                      WY,INDEPENDENCE                 AV,34.201,-118.5906
200320048,11/05/2020 12:00:00 AM,11/04/2020 12:00:00 AM,1600,3,Southwest,308,1,480,BIKE - STOLEN,0344,28,F,C,121.0,YARD (RESIDENTIAL/BUSINESS),,,IC,Invest Cont,480.0,,,,1000 W  20TH                         ST,,34.0364,-118.2802
201916742,11/09/2020 12:00:00 AM,10/23/2020 12:00:00 AM,1200,19,Mission,1902,2,354,THEFT OF IDENTITY,0930,23,F,H,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354.0,,,,14300    TYLER                        ST,,34.3173,-118.4453
240613883,12/10/2024 12:00:00 AM,12/09/2024 12:00:00 AM,1600,6,Hollywood,632,1,510,VEHICLE - STOLEN,,0,,,104.0,DRIVEWAY,,,IC,Invest Cont,510.0,,,,8500    LOOKOUT MOUNTAIN             AV,,34.1089,-118.3834
231409685,04/19/2023 12:00:00 AM,04/18/2023 12:00:00 AM,2130,14,Pacific,1476,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),0344,38,F,W,104.0,DRIVEWAY,,,IC,Invest Cont,420.0,,,,6500 W  84TH                         PL,,33.9621,-118.4019
222004265,01/08/2022 12:00:00 AM,01/07/2022 12:00:00 AM,2200,20,Olympic,2024,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,5TH                          ST,SERRANO                      AV,34.0654,-118.3066
241012124,11/06/2024 12:00:00 AM,11/06/2024 12:00:00 AM,1856,10,West Valley,1015,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),1822 0325,0,M,W,405.0,CLOTHING STORE,,,AA,Adult Arrest,442.0,,,,18200    SHERMAN                      WY,,34.2012,-118.5296
221009385,05/18/2022 12:00:00 AM,05/18/2022 12:00:00 AM,1457,10,West Valley,1047,1,440,THEFT PLAIN - PETTY ($950 & UNDER),1822 0344 1420,35,F,O,104.0,DRIVEWAY,,,IC,Invest Cont,440.0,,,,17300    HATTERAS                     ST,,34.1762,-118.5098
210313107,07/17/2021 12:00:00 AM,07/17/2021 12:00:00 AM,210,3,Southwest,336,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2002 2000 1813 0913 0416 2034 1241 1243 1821,37,F,B,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626.0,,,,3000 S  WESTERN                      AV,,34.0282,-118.3133
231208328,03/09/2023 12:00:00 AM,03/05/2023 12:00:00 AM,1400,12,77th Street,1242,2,627,CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT,1259 0553 0913 0427 0419,15,F,H,501.0,SINGLE FAMILY DWELLING,301.0,BELT FLAILING INSTRUMENT/CHAIN,AO,Adult Other,627.0,,,,6600    8TH                          AV,,33.9797,-118.3265
201220005,09/05/2020 12:00:00 AM,09/05/2020 12:00:00 AM,1427,12,77th Street,1245,1,110,CRIMINAL HOMICIDE,1822 1100 0430,53,M,B,101.0,STREET,102.0,HAND GUN,AA,Adult Arrest,110.0,,,,BUDLONG                      AV,68TH                         ST,33.9778,-118.2959
230107889,03/01/2023 12:00:00 AM,03/01/2023 12:00:00 AM,900,1,Central,138,1,330,BURGLARY FROM VEHICLE,1302 0352 1822 1609 0329 0344 0321 1307,21,M,O,101.0,STREET,,,IC,Invest Cont,330.0,,,,2ND                          ST,CENTRAL                      ST,34.0477,-118.2394
220517511,12/29/2022 12:00:00 AM,12/29/2022 12:00:00 AM,111,5,Harbor,529,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 1813 0416 0913,23,F,H,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,626.0,,,,KING                         ST,I                            ST,33.7753,-118.2456
210115251,08/15/2021 12:00:00 AM,08/14/2021 12:00:00 AM,1915,1,Central,159,1,330,BURGLARY FROM VEHICLE,0344,37,M,V,101.0,STREET,,,IC,Invest Cont,330.0,,,,4TH                          PL,MATEO                        ST,34.042,-118.234
231105052,01/28/2023 12:00:00 AM,01/25/2023 12:00:00 AM,2200,11,Northeast,1138,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0344 0385,31,M,W,101.0,STREET,,,IC,Invest Cont,331.0,,,,200 N  AVENUE 61,,34.1131,-118.1894
240205922,02/05/2024 12:00:00 AM,02/05/2024 12:00:00 AM,1245,2,Rampart,257,1,440,THEFT PLAIN - PETTY ($950 & UNDER),2004 1822 0344,0,X,X,203.0,OTHER BUSINESS,,,IC,Invest Cont,440.0,,,,1200    WILSHIRE                     BL,,34.053,-118.2649
231106091,02/24/2023 12:00:00 AM,02/24/2023 12:00:00 AM,1045,11,Northeast,1162,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,1822 0432 0421 1266,42,M,H,701.0,HOSPITAL,511.0,VERBAL THREAT,AO,Adult Other,930.0,,,,1300 N  VERMONT                      AV,,34.0956,-118.2918
221907522,03/27/2022 12:00:00 AM,03/27/2022 12:00:00 AM,300,19,Mission,1972,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,15100    NORDHOFF                     ST,,34.2355,-118.461
231206205,02/06/2023 12:00:00 AM,02/06/2023 12:00:00 AM,1400,12,77th Street,1245,2,901,VIOLATION OF RESTRAINING ORDER,2038,49,F,H,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,901.0,,,,1400 W  64TH                         ST,,33.9814,-118.3003
220120076,09/09/2022 12:00:00 AM,09/06/2022 12:00:00 AM,700,1,Central,153,2,354,THEFT OF IDENTITY,1822 0344 0922,60,M,B,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354.0,,,,200 W  6TH                          ST,,34.046,-118.251
221110163,06/07/2022 12:00:00 AM,06/07/2022 12:00:00 AM,1400,11,Northeast,1133,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,1814 0400 0416 0408 0913 2000,43,F,A,501.0,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626.0,,,,3200    PERLITA                      AV,,34.1136,-118.252
211211831,05/08/2021 12:00:00 AM,05/08/2021 12:00:00 AM,400,12,77th Street,1268,2,624,BATTERY - SIMPLE ASSAULT,1202 0416 0446,56,F,H,102.0,SIDEWALK,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624.0,,,,MANCHESTER,BROADWAY,33.9601,-118.2783
201715973,12/04/2020 12:00:00 AM,12/04/2020 12:00:00 AM,945,17,Devonshire,1785,2,624,BATTERY - SIMPLE ASSAULT,1822 0329 1300 0444 1202,62,M,H,203.0,OTHER BUSINESS,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624.0,,,,8700    RESEDA                       BL,,34.2294,-118.5361
220700992,12/29/2022 12:00:00 AM,12/29/2022 12:00:00 AM,1350,7,Wilshire,734,1,310,BURGLARY,0344 1402,35,X,X,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,AA,Adult Arrest,310.0,998.0,,,500 S  BURNSIDE                     AV,,34.0662,-118.3506
221906503,03/03/2022 12:00:00 AM,02/24/2022 12:00:00 AM,1500,19,Mission,1921,2,860,BATTERY WITH SEXUAL CONTACT,0913 1817 1802 0551 0522,20,F,H,501.0,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,860.0,,,,12700    TELFAIR                      AV,,34.3008,-118.4683
221115819,11/01/2022 12:00:00 AM,10/31/2022 12:00:00 AM,2000,11,Northeast,1149,1,520,VEHICLE - ATTEMPT STOLEN,1302 0329,48,M,H,101.0,STREET,,,IC,Invest Cont,520.0,,,,100 N  AVENUE 51,,34.1056,-118.2009
221000974,11/26/2022 12:00:00 AM,11/26/2022 12:00:00 AM,345,10,West Valley,1023,2,354,THEFT OF IDENTITY,1822 2004 1402,47,M,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,AA,Adult Arrest,354.0,998.0,,,TAMPA                        AV,HART                         ST,34.1975,-118.5535
242110642,07/29/2024 12:00:00 AM,07/26/2024 12:00:00 AM,1445,21,Topanga,2189,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0352 0202 0325,0,M,W,404.0,DEPARTMENT STORE,,,IC,Invest Cont,442.0,,,,20800    VENTURA                      BL,,34.1665,-118.5859
240409599,08/20/2024 12:00:00 AM,08/19/2024 12:00:00 AM,2300,4,Hollenbeck,429,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,5200    OAKLAND                      ST,,34.0883,-118.1693
201606759,03/05/2020 12:00:00 AM,03/05/2020 12:00:00 AM,1130,16,Foothill,1664,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 0913 1814 0416 0419,54,M,W,108.0,PARKING LOT,500.0,UNKNOWN WEAPON/OTHER WEAPON,AA,Adult Arrest,626.0,,,,GLENOAKS,PENDLETON,34.2405,-118.3776
201112695,08/20/2020 12:00:00 AM,08/20/2020 12:00:00 AM,2015,11,Northeast,1101,1,210,ROBBERY,0302 0344 0352 0308 0355 0449,20,F,H,109.0,PARK/PLAYGROUND,107.0,OTHER FIREARM,IC,Invest Cont,210.0,,,,2300    FERN DELL                    DR,,34.1174,-118.307
231913449,08/30/2023 12:00:00 AM,08/24/2023 12:00:00 AM,930,19,Mission,1982,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0385 1822,26,M,O,101.0,STREET,,,IC,Invest Cont,331.0,,,,15200    RAYEN                        ST,,34.2319,-118.4633
241112323,11/22/2024 12:00:00 AM,11/17/2024 12:00:00 AM,2045,11,Northeast,1195,1,352,PICKPOCKET,0344,19,M,K,714.0,DODGER STADIUM,,,IC,Invest Cont,352.0,,,,1000    VIN SCULLY                   AV,,34.0724,-118.2467
221821456,12/02/2022 12:00:00 AM,09/02/2022 12:00:00 AM,1045,18,Southeast,1863,2,354,THEFT OF IDENTITY,1822 0922 0100,58,M,W,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354.0,,,,300 E  120TH                        ST,,33.9237,-118.2696
212000699,04/22/2021 12:00:00 AM,04/22/2021 12:00:00 AM,2115,20,Olympic,2029,1,761,BRANDISH WEAPON,1822 2004 0448 0334 0432 0305 1402,20,F,H,102.0,SIDEWALK,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,761.0,860.0,998.0,,WILSHIRE                     BL,SHATTO                       PL,34.0618,-118.2899
230107056,02/15/2023 12:00:00 AM,02/14/2023 12:00:00 AM,2200,1,Central,133,1,330,BURGLARY FROM VEHICLE,1609 0344 1300 1822,28,F,W,108.0,PARKING LOT,,,IC,Invest Cont,330.0,,,,200 S  HILL                         ST,,34.0531,-118.2478
231704738,01/10/2023 12:00:00 AM,01/07/2023 12:00:00 AM,1244,17,Devonshire,1729,2,354,THEFT OF IDENTITY,0922,43,M,O,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354.0,,,,11100    BALBOA                       BL,,34.2757,-118.5144
240119777,10/10/2024 12:00:00 AM,10/10/2024 12:00:00 AM,1030,1,Central,138,1,330,BURGLARY FROM VEHICLE,1300 0344 1307 0321,28,F,H,108.0,PARKING LOT,,,IC,Invest Cont,330.0,,,,300 E  2ND                          ST,,34.0493,-118.2417
240112283,06/03/2024 12:00:00 AM,06/03/2024 12:00:00 AM,100,1,Central,182,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1300 1307,27,M,C,122.0,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,740.0,,,,500 W  PICO                         BL,,34.042,-118.2625
201006845,03/04/2020 12:00:00 AM,03/04/2020 12:00:00 AM,1810,10,West Valley,1008,2,624,BATTERY - SIMPLE ASSAULT,1202 1822 0444 0443 1414,62,M,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624.0,930.0,,,6700    VALJEAN                      AV,,34.2077,-118.4912
231005122,01/29/2023 12:00:00 AM,01/21/2023 12:00:00 AM,1933,10,West Valley,1017,2,956,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",0913 1906 1817,34,F,H,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,956.0,,,,17500    SATICOY                      ST,,34.2084,-118.5143
230916185,11/09/2023 12:00:00 AM,11/07/2023 12:00:00 AM,1659,9,Van Nuys,914,1,440,THEFT PLAIN - PETTY ($950 & UNDER),1501 1822,28,F,H,605.0,AUTOMATED TELLER MACHINE (ATM),,,IC,Invest Cont,354.0,440.0,,,14500    VOSE                         ST,,34.1985,-118.4488
201112592,08/17/2020 12:00:00 AM,08/17/2020 12:00:00 AM,1030,11,Northeast,1149,2,624,BATTERY - SIMPLE ASSAULT,0400 0416 1817 0913,36,M,W,104.0,DRIVEWAY,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,624.0,,,,100    ROSELAWN                     PL,,34.1071,-118.194
231615299,12/23/2023 12:00:00 AM,12/23/2023 12:00:00 AM,2205,16,Foothill,1651,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0913 0344,40,F,H,501.0,SINGLE FAMILY DWELLING,,,AO,Adult Other,440.0,,,,9800    LAUREL CANYON                BL,,34.2482,-118.4209
241509287,04/19/2024 12:00:00 AM,04/18/2024 12:00:00 AM,1245,15,N Hollywood,1524,2,624,BATTERY - SIMPLE ASSAULT,0913 2004 0446,45,M,W,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,624.0,,,,ERWIN,LAUREL CANYON,34.183,-118.3965
241504147,01/02/2024 12:00:00 AM,01/02/2024 12:00:00 AM,1332,15,N Hollywood,1525,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0344,0,M,O,405.0,CLOTHING STORE,,,IC,Invest Cont,442.0,,,,6100    LAUREL CANYON                BL,,34.1814,-118.3965
